time,x,y,z,class
2016-04-28 10:21:08.371,-1.0,-0.203125,-0.125,standing
2016-04-28 10:21:08.381,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.391,-0.984375,-0.203125,-0.109375,standing
2016-04-28 10:21:08.401,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.411,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.422,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.432,-1.015625,-0.203125,-0.09375,standing
2016-04-28 10:21:08.442,-1.015625,-0.203125,-0.109375,standing
2016-04-28 10:21:08.452,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.462,-1.0,-0.234375,-0.109375,standing
2016-04-28 10:21:08.472,-1.0,-0.234375,-0.109375,standing
2016-04-28 10:21:08.483,-0.984375,-0.25,-0.109375,standing
2016-04-28 10:21:08.493,-0.984375,-0.25,-0.109375,standing
2016-04-28 10:21:08.503,-0.984375,-0.25,-0.09375,standing
2016-04-28 10:21:08.513,-1.0,-0.25,-0.09375,standing
2016-04-28 10:21:08.523,-1.0,-0.234375,-0.09375,standing
2016-04-28 10:21:08.534,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.544,-1.0,-0.203125,-0.09375,standing
2016-04-28 10:21:08.554,-1.0,-0.1875,-0.09375,standing
2016-04-28 10:21:08.564,-1.0,-0.1875,-0.09375,standing
2016-04-28 10:21:08.574,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.584,-1.0,-0.21875,-0.109375,standing
2016-04-28 10:21:08.595,-0.984375,-0.21875,-0.09375,standing
2016-04-28 10:21:08.605,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.615,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.625,-1.0,-0.203125,-0.09375,standing
2016-04-28 10:21:08.635,-1.0,-0.203125,-0.09375,standing
2016-04-28 10:21:08.645,-1.015625,-0.203125,-0.09375,standing
2016-04-28 10:21:08.656,-1.015625,-0.203125,-0.09375,standing
2016-04-28 10:21:08.666,-1.0,-0.203125,-0.109375,standing
2016-04-28 10:21:08.676,-1.0,-0.21875,-0.109375,standing
2016-04-28 10:21:08.686,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.696,-1.0,-0.234375,-0.109375,standing
2016-04-28 10:21:08.706,-1.0,-0.234375,-0.09375,standing
2016-04-28 10:21:08.717,-1.0,-0.234375,-0.109375,standing
2016-04-28 10:21:08.727,-1.015625,-0.234375,-0.09375,standing
2016-04-28 10:21:08.737,-1.015625,-0.21875,-0.09375,standing
2016-04-28 10:21:08.747,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.757,-1.0,-0.21875,-0.078125,standing
2016-04-28 10:21:08.767,-1.0,-0.203125,-0.078125,standing
2016-04-28 10:21:08.777,-1.015625,-0.1875,-0.078125,standing
2016-04-28 10:21:08.788,-1.015625,-0.171875,-0.09375,standing
2016-04-28 10:21:08.798,-1.015625,-0.171875,-0.09375,standing
2016-04-28 10:21:08.808,-1.0,-0.171875,-0.109375,standing
2016-04-28 10:21:08.818,-1.0,-0.1875,-0.109375,standing
2016-04-28 10:21:08.828,-0.984375,-0.203125,-0.09375,standing
2016-04-28 10:21:08.838,-0.96875,-0.203125,-0.09375,standing
2016-04-28 10:21:08.849,-0.984375,-0.21875,-0.078125,standing
2016-04-28 10:21:08.859,-1.0,-0.21875,-0.078125,standing
2016-04-28 10:21:08.869,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.879,-1.0,-0.21875,-0.09375,standing
2016-04-28 10:21:08.889,-1.0,-0.21875,-0.109375,standing
2016-04-28 10:21:08.899,-0.984375,-0.234375,-0.09375,standing
2016-04-28 10:21:08.910,-0.984375,-0.234375,-0.09375,standing
2016-04-28 10:21:08.920,-0.984375,-0.25,-0.109375,standing
2016-04-28 10:21:08.930,-1.0,-0.25,-0.109375,standing
2016-04-28 10:21:08.940,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:08.950,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:08.961,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:08.971,-1.0,-0.265625,-0.125,standing
2016-04-28 10:21:08.981,-1.0,-0.265625,-0.125,standing
2016-04-28 10:21:08.991,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:09.001,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:09.011,-0.984375,-0.25,-0.125,standing
2016-04-28 10:21:09.022,-1.0,-0.234375,-0.125,standing
2016-04-28 10:21:09.032,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:09.042,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:09.052,-1.0,-0.25,-0.125,standing
2016-04-28 10:21:09.062,-1.0,-0.25,-0.109375,standing
2016-04-28 10:21:09.072,-1.0,-0.265625,-0.109375,standing
2016-04-28 10:21:09.083,-1.0,-0.25,-0.109375,standing
2016-04-28 10:21:09.093,-1.0,-0.25,-0.109375,standing
2016-04-28 10:21:09.103,-1.015625,-0.25,-0.109375,standing
2016-04-28 10:21:09.113,-1.015625,-0.234375,-0.09375,standing
2016-04-28 10:21:09.123,-1.03125,-0.21875,-0.09375,standing
2016-04-28 10:21:09.133,-1.03125,-0.203125,-0.09375,standing
2016-04-28 10:21:09.144,-1.03125,-0.1875,-0.109375,standing
2016-04-28 10:21:09.154,-1.03125,-0.1875,-0.109375,standing
2016-04-28 10:21:09.164,-1.046875,-0.1875,-0.125,standing
2016-04-28 10:21:09.174,-1.09375,-0.1875,-0.125,standing
2016-04-28 10:21:09.184,-1.125,-0.1875,-0.15625,standing
2016-04-28 10:21:09.194,-1.125,-0.21875,-0.1875,standing
2016-04-28 10:21:09.204,-1.09375,-0.25,-0.234375,standing
2016-04-28 10:21:09.215,-1.078125,-0.265625,-0.265625,standing
2016-04-28 10:21:09.225,-1.0625,-0.296875,-0.265625,standing
2016-04-28 10:21:09.235,-1.0625,-0.3125,-0.296875,standing
2016-04-28 10:21:09.245,-1.03125,-0.34375,-0.296875,standing
2016-04-28 10:21:09.255,-1.0,-0.34375,-0.296875,standing
2016-04-28 10:21:09.265,-0.953125,-0.328125,-0.265625,standing
2016-04-28 10:21:09.276,-0.953125,-0.3125,-0.234375,standing
2016-04-28 10:21:09.286,-0.921875,-0.296875,-0.21875,standing
2016-04-28 10:21:09.296,-0.890625,-0.28125,-0.21875,standing
2016-04-28 10:21:09.306,-0.859375,-0.28125,-0.21875,standing
2016-04-28 10:21:09.316,-0.859375,-0.28125,-0.265625,standing
2016-04-28 10:21:09.326,-0.875,-0.296875,-0.328125,standing
2016-04-28 10:21:09.337,-0.875,-0.296875,-0.34375,standing
2016-04-28 10:21:09.347,-0.84375,-0.28125,-0.328125,standing
2016-04-28 10:21:09.357,-0.890625,-0.21875,-0.25,standing
2016-04-28 10:21:09.367,-0.9375,-0.1875,-0.1875,standing
2016-04-28 10:21:09.377,-0.875,-0.21875,-0.078125,standing
2016-04-28 10:21:09.388,-0.765625,-0.203125,0.109375,standing
2016-04-28 10:21:09.398,-0.75,0.0,0.125,standing
2016-04-28 10:21:09.408,-0.796875,0.15625,-0.0625,standing
2016-04-28 10:21:09.418,-0.796875,0.109375,-0.171875,standing
2016-04-28 10:21:09.428,-0.78125,0.015625,-0.15625,standing
2016-04-28 10:21:09.438,-0.9375,-0.09375,-0.1875,standing
2016-04-28 10:21:09.448,-1.03125,-0.3125,-0.203125,standing
